bhk,locality,Price,sqft,status,Possession,price_per_sqft,Age_old,bath
2,Undri,41 L,1020,Under Construction,Possession by May 2021,"4,019 / sq ft",,2
4,Gahunje,1.96 Cr,2021,Ready to move,,"9,698 / sq ft",3,
2,Tathawade,45.21 L,497,Under Construction,Possession by Nov 2023,"9,097 / sq ft",,
2,Bavdhan,86.01 L,821,Under Construction,Possession by Dec 2023,"10,477 / sq ft",,
2,Tathawade,44.99 L,495,Under Construction,Possession by Nov 2023,"9,090 / sq ft",,
2,Bavdhan,93.71 L,903,Under Construction,Possession by Dec 2023,"10,378 / sq ft",,
3,Bavdhan,1.14 Cr,1089,Under Construction,Possession by Dec 2023,"10,521 / sq ft",,
2,Tathawade,50.99 L,549,Under Construction,Possession by Nov 2023,"9,289 / sq ft",,
3,Bavdhan,1.11 Cr,1057,Under Construction,Possession by Dec 2023,"10,551 / sq ft",,
3,Gahunje,1.78 Cr,1751,Ready to move,,"10,165 / sq ft",3,
2,Bavdhan,80.91 L,767,Under Construction,Possession by Dec 2023,"10,549 / sq ft",,
2,Bavdhan,75.74 L,761,Under Construction,Possession by Dec 2023,"9,954 / sq ft",,
2,Bavdhan,93.81 L,904,Under Construction,Possession by Dec 2023,"10,377 / sq ft",,
2,Bavdhan,86.53 L,827,Under Construction,Possession by Dec 2023,"10,463 / sq ft",,
2,Bavdhan,94.16 L,908,Under Construction,Possession by Dec 2023,"10,371 / sq ft",,
3,Bavdhan,1.05 Cr,989,Under Construction,Possession by Dec 2023,"10,633 / sq ft",,
2,Gahunje,96 L,1010,Ready to move,,"9,504 / sq ft",3,3
2,Bavdhan,86.85 L,830,Under Construction,Possession by Dec 2023,"10,464 / sq ft",,
2,Bavdhan,88.76 L,850,Under Construction,Possession by Dec 2023,"10,442 / sq ft",,
3,Bavdhan,1.04 Cr,983,Under Construction,Possession by Dec 2023,"10,642 / sq ft",,
2,Bavdhan,1.07 Cr,1012,Under Construction,Possession by Dec 2023,"10,606 / sq ft",,
3,Gahunje,1.31 Cr,1459,Ready to move,,"8,978 / sq ft",3,
2,Baner,80.36 L,725,Under Construction,Possession by Dec 2024,"11,084 / sq ft",,
2,Mahalunge,53.58 L,547,Under Construction,Possession by Dec 2023,"9,796 / sq ft",,
3,Mahalunge,88.02 L,899,Under Construction,Possession by Dec 2023,"9,791 / sq ft",,
4,Baner,2.11 Cr,1728,Under Construction,Possession by Dec 2024,"12,210 / sq ft",,
2,Gahunje,1.17 Cr,1298,Ready to move,,"9,013 / sq ft",3,2
2,Mahalunge,53.26 L,544,Under Construction,Possession by Dec 2023,"9,792 / sq ft",,
2,Mahalunge,53.59 L,535,Under Construction,Possession by Dec 2023,"10,018 / sq ft",,
2,Baner,1.09 Cr,988,Under Construction,Possession by Dec 2024,"11,086 / sq ft",,
3,Kharadi,1.02 Cr,824,Under Construction,Possession by Dec 2023,"12,481 / sq ft",,
3,Mahalunge,82.3 L,826,Under Construction,Possession by Dec 2023,"9,964 / sq ft",,
2,Kharadi,78.44 L,650,Under Construction,Possession by Dec 2023,"12,068 / sq ft",,
2,Mahalunge,56.97 L,582,Under Construction,Possession by Dec 2023,"9,788 / sq ft",,
2,Mahalunge,59.57 L,608,Under Construction,Possession by Dec 2023,"9,798 / sq ft",,
2,Baner,77.99 L,703,Under Construction,Possession by Dec 2024,"11,095 / sq ft",,
2,Bavdhan,59.48 L,608,Under Construction,Possession by Nov 2029,"9,784 / sq ft",,
2,Mahalunge,59.24 L,605,Under Construction,Possession by Dec 2023,"9,793 / sq ft",,
1,Bavdhan,53.94 L,526,Under Construction,Possession by Nov 2029,"10,256 / sq ft",,
3,Bavdhan,77.89 L,753,Under Construction,Possession by Nov 2029,"10,345 / sq ft",,
3,Baner,1.32 Cr,1172,Under Construction,Possession by Dec 2024,"11,262 / sq ft",,
1,Bavdhan,40.16 L,409,Under Construction,Possession by Nov 2029,"9,821 / sq ft",,
1,Bavdhan,52.56 L,512,Under Construction,Possession by Nov 2029,"10,267 / sq ft",,
4,Baner,2.17 Cr,1781,Under Construction,Possession by Dec 2024,"12,212 / sq ft",,
2,Bavdhan,64.34 L,615,Under Construction,Possession by Nov 2029,"10,463 / sq ft",,
3,Bavdhan,98.5 L,1109,Ready to move,,"8,882 / sq ft",2,
2,Bavdhan,70.15 L,771,Ready to move,,"9,098 / sq ft",2,
3,Bavdhan,90.19 L,1011,Ready to move,,"8,921 / sq ft",2,
1,Bavdhan,39.36 L,441,Ready to move,,"8,925 / sq ft",2,
2,Pashan,88 L,876,Under Construction,Possession by May 2022,"10,045 / sq ft",,2
3,Mahalunge,78 L,960,Under Construction,Possession by May 2022,"8,125 / sq ft",,3
2,Dhayari,76 L,1000,Under Construction,Possession by Jun 2024,"7,600 / sq ft",,2
2,Mahalunge,61 L,778,Under Construction,Possession by May 2022,"7,840 / sq ft",,2
1,Mahalunge,35 L,524,Under Construction,Possession by May 2022,"6,679 / sq ft",,1
3,Pashan,1.19 Cr,921,Under Construction,Possession by Dec 2020,"13,005 / sq ft",,
2,Pashan,86.9 L,674,Under Construction,Possession by Dec 2020,"12,893 / sq ft",,
3,Pashan,1.21 Cr,923,Under Construction,Possession by Dec 2020,"13,132 / sq ft",,
2,Pashan,86.9 L,673,Under Construction,Possession by Dec 2020,"12,912 / sq ft",,
3,Pashan,1.39 Cr,1074,Under Construction,Possession by Nov 2020,"13,035 / sq ft",,
3,Pashan,1.41 Cr,1082,Under Construction,Possession by Nov 2020,"13,123 / sq ft",,
3,Pashan,1.24 Cr,1003,Under Construction,Possession by Nov 2020,"12,462 / sq ft",,
2,Undri,53 L,1150,Ready to move,,"4,608 / sq ft",,2
2,Undri,54 L,1150,Ready to move,,"4,695 / sq ft",,2
2,Kondhwa Budruk,38 L,980,Ready to move,,"3,877 / sq ft",,2
2,Undri,36 L,945,Ready to move,,"3,809 / sq ft",0,2
2,Undri,36 L,945,Ready to move,,"3,809 / sq ft",0,2
2,Undri,36 L,945,Ready to move,,"3,809 / sq ft",0,2
2,Undri,36 L,945,Ready to move,,"3,809 / sq ft",0,2
2,Undri,38 L,942,Ready to move,,"4,033 / sq ft",2,2
2,Undri,38 L,942,Ready to move,,"4,033 / sq ft",2,2
2,Kothrud,1.35 Cr,996,Ready to move,,"13,554 / sq ft",1,2
2,Kharadi,77.26 L,660,Under Construction,Possession by Nov 2023,"11,706 / sq ft",,
3,Kharadi,99.6 L,864,Under Construction,Possession by Nov 2023,"11,527 / sq ft",,
3,Kharadi,91.99 L,798,Under Construction,Possession by Nov 2023,"11,542 / sq ft",,
2,Kharadi,77.03 L,658,Under Construction,Possession by Nov 2023,"11,706 / sq ft",,
2,Kharadi,78.2 L,668,Under Construction,Possession by Nov 2023,"11,706 / sq ft",,
3,Kharadi,88.99 L,772,Under Construction,Possession by Nov 2023,"11,543 / sq ft",,
2,Kharadi,69.49 L,594,Under Construction,Possession by Nov 2023,"11,720 / sq ft",,
2,Kothrud,90 L,1050,Ready to move,,"8,571 / sq ft",10,2
2,Kothrud,1.8 Cr,1100,Ready to move,,"16,363 / sq ft",12,2
3,Pimple Saudagar,1.25 Cr,1600,Ready to move,,"7,812 / sq ft",,3
2,Karve Nagar,80 L,1050,Ready to move,,"7,619 / sq ft",4,2
2,Kothrud,92 L,1000,Ready to move,,"9,200 / sq ft",5,2
2,Viman Nagar,1.12 Cr,1410,Ready to move,,"7,943 / sq ft",11,2
2,Viman Nagar,1.1 Cr,1350,Ready to move,,"8,148 / sq ft",6,2
2,Viman Nagar,1.1 Cr,1350,Ready to move,,"8,148 / sq ft",11,2
3,Viman Nagar,1.05 Cr,1160,Ready to move,,"9,051 / sq ft",14,2
2,Viman Nagar,1.05 Cr,1200,Ready to move,,"8,750 / sq ft",11,2
2,Viman Nagar,1.02 Cr,900,Ready to move,,"11,333 / sq ft",5,2
1,Narhe,20 L,599,Under Construction,Possession by Mar 2022,"3,338 / sq ft",,2
2,Viman Nagar,1 Cr,1200,Ready to move,,"8,333 / sq ft",11,2
2,Viman Nagar,1 Cr,1172,Ready to move,,"8,532 / sq ft",121,2
3,Hadapsar,55 L,975,Ready to move,,"5,641 / sq ft",9,3
3,Viman Nagar,1.28 Cr,1500,Ready to move,,"8,533 / sq ft",6,3
3,Viman Nagar,1.25 Cr,1500,Ready to move,,"8,333 / sq ft",15,3
3,Viman Nagar,1.25 Cr,1500,Ready to move,,"8,333 / sq ft",6,3
2,Viman Nagar,1.23 Cr,1265,Ready to move,,"9,723 / sq ft",9,2
2,Viman Nagar,1.22 Cr,1400,Ready to move,,"8,714 / sq ft",9,2
2,Viman Nagar,1.22 Cr,1265,Ready to move,,"9,644 / sq ft",9,2
2,Viman Nagar,1.21 Cr,1265,Ready to move,,"9,565 / sq ft",9,2
2,Viman Nagar,1.2 Cr,1265,Ready to move,,"9,486 / sq ft",9,2
2,Dhanori,45.5 L,915,Ready to move,,"4,972 / sq ft",2,2
1,NIBM Annex Mohammadwadi,30 L,637,Ready to move,,"4,709 / sq ft",6,1
1,Kondhwa,23.5 L,450,Ready to move,,"5,222 / sq ft",5,1
1,Aundh,39 L,380,Ready to move,,"10,263 / sq ft",,1
1,Undri,33 L,668,Ready to move,,"4,940 / sq ft",2,1
1,Undri,35 L,629,Ready to move,,"5,564 / sq ft",4,1
1,Undri,27 L,615,Ready to move,,"4,390 / sq ft",10,1
2,Kothrud,65 L,1340,Ready to move,,"4,850 / sq ft",,2
3,Mahalunge,99.82 L,834,Under Construction,Possession by Jun 2025,"11,968 / sq ft",,
2,Mahalunge,64.5 L,572,Under Construction,Possession by Jun 2025,"11,276 / sq ft",,
2,Mahalunge,51.57 L,509,Under Construction,Possession by Jun 2025,"10,131 / sq ft",,
3,Kalyani Nagar,2.2 Cr,1800,Ready to move,,"12,222 / sq ft",12,3
2,Mahalunge,61 L,571,Under Construction,Possession by Jun 2025,"10,683 / sq ft",,
3,Kalyani Nagar,2.2 Cr,1800,Ready to move,,"12,222 / sq ft",13,4
2,Viman Nagar,68.5 L,850,Ready to move,,"8,058 / sq ft",13,2
4,Kalyani Nagar,2.15 Cr,1800,Ready to move,,"11,944 / sq ft",6,3
3,Kharadi,1.35 Cr,2055,Ready to move,,"6,569 / sq ft",6,2
1,Viman Nagar,68 L,782,Ready to move,,"8,695 / sq ft",3,2
3,Mahalunge,94.67 L,839,Under Construction,Possession by Jun 2025,"11,283 / sq ft",,
3,Kalyani Nagar,2.15 Cr,1800,Ready to move,,"11,944 / sq ft",9,3
3,Kharadi,1.31 Cr,1775,Ready to move,,"7,380 / sq ft",6,3
2,Mahalunge,52.67 L,517,Under Construction,Possession by Jun 2025,"10,209 / sq ft",,
2,Viman Nagar,67 L,900,Ready to move,,"7,444 / sq ft",13,2
3,Kalyani Nagar,2.1 Cr,1750,Ready to move,,"12,000 / sq ft",11,4
2,Viman Nagar,65 L,1100,Ready to move,,"5,909 / sq ft",11,2
2,Mahalunge,55.08 L,530,Under Construction,Possession by Jun 2025,"10,392 / sq ft",,
2,Mahalunge,52.6 L,516,Under Construction,Possession by Jun 2025,"10,195 / sq ft",,
2,Mahalunge,68 L,602,Under Construction,Possession by Jun 2025,"11,295 / sq ft",,
1,Viman Nagar,64 L,755,Ready to move,,"8,476 / sq ft",13,2
3,Kalyani Nagar,2.1 Cr,1900,Ready to move,,"11,052 / sq ft",12,3
2,Mahalunge,65 L,599,Under Construction,Possession by Jun 2025,"10,851 / sq ft",,
2,Viman Nagar,63 L,1050,Ready to move,,"6,000 / sq ft",11,2
3,Kalyani Nagar,2.08 Cr,1740,Ready to move,,"11,954 / sq ft",11,3
3,Mahalunge,92.5 L,785,Under Construction,Possession by Jun 2025,"11,783 / sq ft",,
1,Viman Nagar,61 L,750,Ready to move,,"8,133 / sq ft",11,2
2,Mahalunge,54.78 L,527,Under Construction,Possession by Jun 2025,"10,394 / sq ft",,
3,Kalyani Nagar,2.05 Cr,1800,Ready to move,,"11,388 / sq ft",13,3
3,Mahalunge,88.72 L,678,Under Construction,Possession by Jun 2025,"13,085 / sq ft",,
1,Viman Nagar,60 L,600,Ready to move,,"10,000 / sq ft",8,1
3,Kalyani Nagar,2.05 Cr,1800,Ready to move,,"11,388 / sq ft",9,3
2,Wakad,60 L,965,Ready to move,,"6,217 / sq ft",,2
1,Talegaon Dabhade,26 L,522,Ready to move,,"4,980 / sq ft",6,1
1,Alandi,43 L,653,Ready to move,,"6,584 / sq ft",2,1
2,Yerawada,62 L,860,Ready to move,,"7,209 / sq ft",1,2
2,Mundhwa,50.02 L,680,Under Construction,Possession by Dec 1899,"7,357 / sq ft",,2
4,Kharadi,2.55 Cr,5330,Ready to move,,"4,784 / sq ft",6,5
2,Wadgaon Sheri,98 L,1080,Ready to move,,"9,074 / sq ft",4,1
2,Viman Nagar,90 L,1115,Ready to move,,"8,071 / sq ft",4,2
3,Kharadi,83 L,1170,Ready to move,,"7,094 / sq ft",10,3
2,Wakad,61.69 L,616,Under Construction,Possession by Nov 2021,"10,031 / sq ft",,
2,Tathawade,45.21 L,497,Under Construction,Possession by May 2024,"9,097 / sq ft",,
2,Tathawade,44.99 L,495,Under Construction,Possession by May 2024,"9,109 / sq ft",,
2,Tathawade,50.99 L,549,Under Construction,Possession by May 2024,"9,306 / sq ft",,
2,Tathawade,50.89 L,547,Under Construction,Possession by May 2024,"9,303 / sq ft",,
2,Mundhwa,57.03 L,624,Under Construction,Possession by Nov 2023,"9,139 / sq ft",,
3,Kothrud,1.56 Cr,777,Under Construction,Possession by Aug 2024,"20,231 / sq ft",,
3,Mundhwa,75.06 L,826,Under Construction,Possession by Nov 2023,"9,087 / sq ft",,
3,Kothrud,1.57 Cr,779,Under Construction,Possession by Aug 2024,"20,230 / sq ft",,
3,Kothrud,1.66 Cr,1027,Under Construction,Possession by Aug 2024,"16,276 / sq ft",,
3,Kothrud,1.62 Cr,971,Under Construction,Possession by Aug 2024,"16,786 / sq ft",,
3,Kharadi,1.37 Cr,2428,Ready to move,,"5,642 / sq ft",6,4
3,Kalyani Nagar,2.4 Cr,1700,Ready to move,,"14,117 / sq ft",13,3
2,Hinjewadi,84.32 L,1360,Ready to move,,"6,200 / sq ft",0,
2,Viman Nagar,69 L,1200,Ready to move,,"5,750 / sq ft",5,2
1,Hinjewadi,49.47 L,798,Ready to move,,"6,200 / sq ft",0,1
3,Kalyani Nagar,2.35 Cr,1780,Ready to move,,"13,202 / sq ft",6,3
1,Hinjewadi,41.35 L,667,Ready to move,,"6,200 / sq ft",0,1
5,Hinjewadi,1.87 Cr,3030,Ready to move,,"6,200 / sq ft",0,5
3,Kalyani Nagar,2.3 Cr,2000,Ready to move,,"11,500 / sq ft",13,3
2,Wagholi,35 L,750,Ready to move,,"4,666 / sq ft",4,2
1,Hinjewadi,42.03 L,678,Ready to move,,"6,200 / sq ft",0,
3,Kalyani Nagar,2.3 Cr,1750,Ready to move,,"13,142 / sq ft",12,3
1,Hinjewadi,35.89 L,579,Ready to move,,"6,200 / sq ft",0,
3,Dhanori,98.37 L,1006,Under Construction,Possession by Apr 2023,"9,778 / sq ft",,
5,Kalyani Nagar,2.29 Cr,2125,Ready to move,,"10,776 / sq ft",13,3
3,Dhanori,69.28 L,963,Under Construction,Possession by Apr 2023,"7,194 / sq ft",,
2,Dhanori,56.82 L,714,Under Construction,Possession by Apr 2023,"7,957 / sq ft",,
2,Dhanori,55.73 L,731,Under Construction,Possession by Apr 2023,"7,623 / sq ft",,
1,Bhosari,38 L,750,Ready to move,,"5,066 / sq ft",,2
3,Hinjewadi,72 L,973,Under Construction,Possession by May 2021,"7,399 / sq ft",,
2,Bavdhan,65 L,925,Under Construction,Possession by May 2026,"7,027 / sq ft",,2
2,Mahalunge,79.5 L,1541,Under Construction,,"5,158 / sq ft",,3
3,Bavdhan,90 L,1519,Under Construction,,"5,924 / sq ft",,
1,Mahalunge,53.6 L,1007,Under Construction,,"5,322 / sq ft",,2
2,Bavdhan,80 L,1132,Ready to move,,"7,067 / sq ft",,
2,Bhukum,64 L,1147,Under Construction,Possession by Jan 2022,"5,579 / sq ft",,
2,Baner,99.13 L,1133,Under Construction,Possession by May 2024,"8,750 / sq ft",,2
2,Bavdhan,61 L,931,Under Construction,Possession by May 2026,"6,552 / sq ft",,
2,Sus,55 L,931,Under Construction,Possession by Aug 2022,"5,907 / sq ft",,2
1,Sus,52.46 L,931,Under Construction,Possession by Aug 2022,"5,635 / sq ft",,3
3,Balewadi,1.04 Cr,1570,Under Construction,,"6,682 / sq ft",,
2,Manjari,60 L,925,Under Construction,Possession by Jun 2024,"6,486 / sq ft",,2
2,Mundhwa,74 L,867,Under Construction,Possession by Dec 2023,"8,535 / sq ft",,2
2,Balewadi,76 L,1080,Under Construction,,"7,037 / sq ft",,3
1,Balewadi,72 L,1050,Under Construction,,"6,857 / sq ft",,3
2,Wakad,88.99 L,1430,Under Construction,Possession by Jun 2023,"6,223 / sq ft",,3
2,Mahalunge,64 L,931,Ready to move,,"6,874 / sq ft",5,
2,Wakad,86.48 L,1412,Under Construction,Possession by May 2022,"6,124 / sq ft",,3
1,Wakad,61 L,1000,Under Construction,Possession by May 2022,"6,100 / sq ft",,2
2,Wakad,61.94 L,957,Under Construction,Possession by May 2024,"6,472 / sq ft",,1
2,Wadgaon Sheri,88.14 L,659,Under Construction,Possession by Dec 2028,"13,375 / sq ft",,
2,Wadgaon Sheri,87.55 L,655,Under Construction,Possession by Dec 2028,"13,387 / sq ft",,
1,Wakad,41.5 L,675,Ready to move,,"6,148 / sq ft",3,1
1,Pimple Saudagar,45 L,589,Ready to move,,"7,640 / sq ft",4,1
1,Baner,45 L,625,Ready to move,,"7,200 / sq ft",121,1
1,Rahatani,43.5 L,617,Ready to move,,"7,050 / sq ft",5,1
2,Ambegaon Budruk,42 L,885,Ready to move,,"4,745 / sq ft",6,2
3,Pimpri,1.3 Cr,1450,Ready to move,,"8,965 / sq ft",5,3
5,Deccan Gymkhana,6 Cr,3600,Ready to move,,"16,666 / sq ft",,5
3,Pimpri,1.1 Cr,1250,Ready to move,,"8,800 / sq ft",5,2
2,Yerawada,1.2 Cr,1200,Ready to move,,"10,000 / sq ft",11,2
2,Chinchwad,95 L,1150,Ready to move,,"8,260 / sq ft",4,2
1,Dapodi,38 L,615,Ready to move,,"6,178 / sq ft",,1
1,Kondhwa,30 L,635,Ready to move,,"4,724 / sq ft",1,1
1,Kondhwa,29 L,635,Ready to move,,"4,566 / sq ft",1,1
1,Hinjewadi,38 L,630,Under Construction,,"6,031 / sq ft",,1
1,Uttam Nagar,21 L,550,Ready to move,,"3,818 / sq ft",4,1
1,Hinjewadi,33.97 L,556,Under Construction,Possession by May 2024,"6,110 / sq ft",,1
2,Hinjewadi,59.33 L,1081,Under Construction,Possession by Feb 2023,"5,488 / sq ft",,2
1,Hinjewadi,59.33 L,1081,Under Construction,Possession by Feb 2023,"5,488 / sq ft",,2
2,Bavdhan,51.65 L,962,Ready to move,,"5,369 / sq ft",,2
1,Bavdhan,36 L,660,Ready to move,,"5,454 / sq ft",,1
2,Bavdhan,80 L,1000,Ready to move,,"8,000 / sq ft",,2
3,Bavdhan,1.2 Cr,1485,Ready to move,,"8,080 / sq ft",5,3
3,Bavdhan,96.38 L,1475,Ready to move,,"6,534 / sq ft",,3
2,Bavdhan,67 L,1000,Ready to move,,"6,700 / sq ft",,2
3,Bavdhan,87 L,1350,Ready to move,,"6,444 / sq ft",0,3
2,Sunarwadi,61.61 L,1100,Ready to move,,"5,600 / sq ft",1,2
2,Bavdhan,64.86 L,952,Ready to move,,"6,813 / sq ft",0,2
2,Bavdhan,66.34 L,1070,Ready to move,,"6,200 / sq ft",5,2
3,Bavdhan,88 L,1470,Ready to move,,"5,986 / sq ft",,2
2,Kharadi,62 L,921,Under Construction,Possession by Jan 2021,"6,731 / sq ft",,2
2,Kharadi,60.99 L,752,Ready to move,,"8,110 / sq ft",1,2
2,Bavdhan,71.9 L,1081,Ready to move,,"6,651 / sq ft",2,2
3,Bavdhan,82 L,1294,Ready to move,,"6,336 / sq ft",,2
2,Bavdhan,53.66 L,840,Ready to move,,"6,388 / sq ft",,2
2,Bavdhan,40.77 L,634,Ready to move,,"6,430 / sq ft",,2
1,Baner,47 L,700,Ready to move,,"6,714 / sq ft",,1
3,Balewadi,87.86 L,1390,Ready to move,,"6,320 / sq ft",,3
2,Bavdhan,67 L,1080,Ready to move,,"6,203 / sq ft",2,
3,Bavdhan,1.15 Cr,1604,Ready to move,,"7,169 / sq ft",5,3
2,Ravet,43 L,836,Under Construction,Possession by May 2022,"5,143 / sq ft",,2
2,Rahatani,71 L,1064,Ready to move,,"6,672 / sq ft",2,2
2,Ravet,42 L,856,Under Construction,,"4,906 / sq ft",,2
2,Ravet,48 L,856,Under Construction,,"5,607 / sq ft",,2
2,Ravet,48 L,963,Under Construction,,"4,984 / sq ft",,2
2,Ravet,56 L,982,Under Construction,Possession by Oct 2023,"5,702 / sq ft",,2
2,Ravet,43.5 L,829,Under Construction,Possession by Jan 2024,"5,247 / sq ft",,2
2,Ravet,44 L,950,Ready to move,,"4,631 / sq ft",,2
2,Ravet,42.41 L,829,Ready to move,,"5,115 / sq ft",,2
2,Chinchwad Gaon,47 L,820,Ready to move,,"5,731 / sq ft",14,1
2,Kothrud,1.45 Cr,1205,Ready to move,,"12,033 / sq ft",1,2
2,Kothrud,1.45 Cr,1187,Ready to move,,"12,215 / sq ft",8,2
3,Erandwane,1.95 Cr,1450,Ready to move,,"13,448 / sq ft",1,3
3,Koregaon Park,2.59 Cr,1600,Ready to move,,"16,187 / sq ft",16,4
4,Balewadi,2.16 Cr,2704,Under Construction,,"7,988 / sq ft",,4
3,Hadapsar,92 L,1160,Ready to move,,"7,931 / sq ft",6,3
2,Kondhwa,59 L,820,Under Construction,Possession by Aug 2021,"7,195 / sq ft",,2
3,Bibwewadi,1.3 Cr,1920,Ready to move,,"6,770 / sq ft",2,3
4,Baner,2.46 Cr,2486,Ready to move,,"9,895 / sq ft",,4
2,Moshi,47.95 L,974,Under Construction,Possession by Aug 2022,"4,922 / sq ft",,2
2,Ravet,66 L,1032,Under Construction,Possession by May 2023,"6,395 / sq ft",,2
2,Ravet,52 L,975,Under Construction,Possession by Mar 2023,"5,333 / sq ft",,2
2,Pashan,78 L,830,Under Construction,,"9,397 / sq ft",,2
2,Hinjewadi,55 L,836,Under Construction,Possession by Nov 2022,"6,578 / sq ft",,2
2,Moshi,47.9 L,974,Under Construction,Possession by Aug 2022,"4,917 / sq ft",,2
2,Moshi,47.85 L,974,Under Construction,Possession by Aug 2022,"4,912 / sq ft",,2
1,Ravet,43 L,668,Under Construction,Possession by May 2023,"6,437 / sq ft",,1
2,Kharadi,1 Cr,1227,Ready to move,,"8,149 / sq ft",6,2
1,Ravet,43 L,668,Under Construction,Possession by May 2023,"6,437 / sq ft",,1
2,Kharadi,63 L,1389,Ready to move,,"4,535 / sq ft",12,2
2,Kharadi,94 L,1255,Ready to move,,"7,490 / sq ft",6,2
1,Sus,64 L,893,Under Construction,,"7,166 / sq ft",,1
2,Kharadi,93 L,1045,Ready to move,,"8,899 / sq ft",6,2
1,Tathawade,38 L,641,Under Construction,Possession by Jun 2026,"5,928 / sq ft",,1
2,Kharadi,90 L,1255,Ready to move,,"7,171 / sq ft",6,2
2,Kharadi,62.6 L,1269,Ready to move,,"4,933 / sq ft",4,2
2,Kharadi,89 L,1230,Ready to move,,"7,235 / sq ft",11,2
2,Kharadi,62 L,1180,Ready to move,,"5,254 / sq ft",11,2
2,Kharadi,82 L,1243,Ready to move,,"6,596 / sq ft",16,2
2,Kharadi,82.52 L,522,Under Construction,Possession by Mar 2022,"15,810 / sq ft",,
2,Kharadi,66.48 L,634,Under Construction,Possession by Sep 2024,"10,487 / sq ft",,
2,Kharadi,84.58 L,594,Under Construction,Possession by Mar 2022,"14,240 / sq ft",,
3,Kharadi,1.17 Cr,1059,Under Construction,Possession by Sep 2024,"11,133 / sq ft",,
2,Kharadi,84.52 L,593,Under Construction,Possession by Mar 2022,"14,254 / sq ft",,
2,Mundhwa,63.6 L,801,Under Construction,Possession by Nov 2020,"7,940 / sq ft",,
2,Mundhwa,59.88 L,761,Under Construction,Possession by Nov 2020,"7,869 / sq ft",,
3,Baner,1.13 Cr,1283,Ready to move,,"8,879 / sq ft",1,
3,Baner,1.11 Cr,1249,Ready to move,,"8,899 / sq ft",1,
3,Baner,1.14 Cr,1290,Ready to move,,"8,877 / sq ft",1,
3,Baner,1.11 Cr,1256,Ready to move,,"8,898 / sq ft",1,
2,Hinjewadi,69.98 L,645,Under Construction,Possession by Aug 2024,"10,851 / sq ft",,
2,Baner,84.32 L,942,Ready to move,,"8,951 / sq ft",1,
2,Hinjewadi,64.98 L,641,Under Construction,Possession by Aug 2024,"10,138 / sq ft",,
2,Baner,86.9 L,974,Ready to move,,"8,921 / sq ft",1,
2,Baner,82.94 L,925,Ready to move,,"8,966 / sq ft",1,
2,Baner,83.48 L,932,Ready to move,,"8,957 / sq ft",1,
1,Hinjewadi,25.88 L,333,Under Construction,Possession by Jul 2020,"7,771 / sq ft",,
2,Hinjewadi,41.09 L,498,Under Construction,Possession by Jul 2020,"8,252 / sq ft",,
1,Hinjewadi,26.89 L,341,Under Construction,Possession by Jul 2020,"7,886 / sq ft",,
2,Hinjewadi,41.7 L,506,Under Construction,Possession by Jul 2020,"8,241 / sq ft",,
2,Mundhwa,58.9 L,722,Under Construction,Possession by Oct 2023,"8,158 / sq ft",,
3,Mundhwa,82.57 L,1041,Under Construction,Possession by Oct 2023,"7,931 / sq ft",,
2,Mundhwa,56.3 L,687,Under Construction,Possession by Oct 2023,"8,196 / sq ft",,
2,Aundh,80 L,1200,Ready to move,,"6,666 / sq ft",9,3
3,Baner,1.3 Cr,1390,Ready to move,,"9,352 / sq ft",1,3
3,Aundh,2.5 Cr,2260,Ready to move,,"11,061 / sq ft",2,3
1,Ravet,35 L,559,Under Construction,Possession by Dec 2022,"6,261 / sq ft",,1
2,Tathawade,66.58 L,1015,Under Construction,,"6,560 / sq ft",,1
3,Undri,1.35 Cr,1850,Ready to move,,"7,297 / sq ft",0,3
2,Hinjewadi,47 L,818,Under Construction,Possession by Dec 2023,"5,745 / sq ft",,1
3,Balewadi,1.67 Cr,1890,Under Construction,Possession by Nov 2021,"8,835 / sq ft",,2
3,Hinjewadi,1.19 Cr,1597,Under Construction,,"7,451 / sq ft",,3
4,Undri,1.6 Cr,2300,Ready to move,,"6,956 / sq ft",0,4
2,Hinjewadi,70 L,1005,Under Construction,,"6,965 / sq ft",,2
3,Tathawade,85 L,1300,Under Construction,,"6,538 / sq ft",,3
3,Deccan Gymkhana,3.1 Cr,1450,Ready to move,,"21,379 / sq ft",4,3
1,Agalambe,27 L,600,Ready to move,,"4,500 / sq ft",121,1
2,Mundhwa,55.99 L,995,Ready to move,,"5,627 / sq ft",,2
2,Mundhwa,60 L,1018,Ready to move,,"5,893 / sq ft",,2
2,Kharadi,73.7 L,1300,Ready to move,,"5,669 / sq ft",6,2
2,Kharadi,73.5 L,1200,Ready to move,,"6,125 / sq ft",2,2
2,Kharadi,73 L,1100,Ready to move,,"6,636 / sq ft",9,2
2,Kharadi,73 L,1100,Ready to move,,"6,636 / sq ft",10,2
2,Moshi,34.4 L,777,Under Construction,,"4,427 / sq ft",,2
2,Hinjewadi,48 L,880,Under Construction,Possession by Mar 2024,"5,454 / sq ft",,2
3,Hinjewadi,61.98 L,1170,Under Construction,Possession by Mar 2024,"5,297 / sq ft",,3
2,Moshi,34.35 L,777,Under Construction,,"4,420 / sq ft",,2
2,Moshi,34.45 L,777,Under Construction,,"4,433 / sq ft",,2
2,Wagholi,65 L,1282,Ready to move,,"5,070 / sq ft",6,2
